source_ip,destination_ip,source_port,destination_port,protocol,packet_size,packet_count,flow_duration,tcp_flags,connection_frequency,connection_density,reputation_score,label,attack_category
198.51.100.42,192.168.1.50,27360,80,TCP,66,2449,0.4566,S,567.0,1.0,85,1,DDoS
192.168.1.99,198.51.100.42,47338,8080,TCP,179,10,1.671,PA,18.0,1.0,92,1,Botnet
192.168.1.38,203.0.113.2,40945,443,TCP,817,10,9.5732,A,6.0,3.0,11,0,Normal
192.168.1.61,203.0.113.39,40100,80,TCP,156,8,3.2666,A,6.0,5.0,13,0,Normal
192.0.2.89,192.168.1.10,30053,3087,TCP,64,2,0.099,S,458.0,85.0,57,1,Port Scan
203.0.113.195,192.168.1.20,2224,22,TCP,192,24,2.3006,PA,141.0,1.0,83,1,Brute Force
192.0.2.89,192.168.1.10,6775,639,TCP,64,1,0.0879,S,387.0,60.0,55,1,Port Scan
192.168.1.15,203.0.113.1,8644,443,TCP,484,27,2.0222,A,9.0,5.0,12,0,Normal
192.168.1.16,203.0.113.11,5007,443,UDP,1116,3,1.9656,,8.0,4.0,2,0,Normal
192.168.1.78,203.0.113.24,9537,22,TCP,1103,24,6.3598,A,9.0,5.0,7,0,Normal
192.168.1.93,203.0.113.22,1484,80,TCP,1079,24,2.8148,A,2.0,1.0,7,0,Normal
192.168.1.99,198.51.100.42,48899,8080,TCP,126,7,1.3035,PA,31.0,1.0,96,1,Botnet
192.168.1.89,203.0.113.88,62302,80,TCP,462,7,0.6751,PA,12.0,1.0,77,1,Phishing
192.168.1.39,203.0.113.22,57436,80,TCP,1112,22,3.9717,A,2.0,5.0,8,0,Normal
198.51.100.42,192.168.1.50,51876,80,TCP,124,533,0.4321,S,801.0,1.0,94,1,DDoS
192.168.1.87,203.0.113.7,41359,443,UDP,1316,21,8.498,,5.0,3.0,10,0,Normal
192.168.1.91,203.0.113.30,31337,80,TCP,1379,24,6.5979,A,5.0,3.0,3,0,Normal
198.51.100.42,192.168.1.50,56729,80,TCP,107,3658,0.4987,S,437.0,1.0,94,1,DDoS
192.168.1.80,203.0.113.6,51394,8080,TCP,790,17,9.9352,A,2.0,4.0,0,0,Normal
192.168.1.60,203.0.113.19,62410,22,TCP,594,28,2.5024,A,10.0,5.0,6,0,Normal
192.0.2.89,192.168.1.10,61376,9929,TCP,64,3,0.0785,S,269.0,73.0,66,1,Port Scan
192.168.1.44,203.0.113.11,57062,80,TCP,986,13,5.0788,A,4.0,4.0,10,0,Normal
192.168.1.97,203.0.113.21,28328,80,ICMP,1194,24,0.7297,,8.0,5.0,9,0,Normal
192.168.1.72,203.0.113.29,55013,80,TCP,691,9,6.7751,A,8.0,2.0,1,0,Normal
192.168.1.98,203.0.113.31,30047,80,TCP,1436,23,0.9876,A,8.0,4.0,12,0,Normal
203.0.113.22,192.168.1.15,7179,80,TCP,3880,12,1.8365,PA,5.0,1.0,28,1,SQL Injection
192.168.1.13,203.0.113.32,11294,443,TCP,454,7,1.9817,A,9.0,3.0,9,0,Normal
203.0.113.195,192.168.1.20,1918,22,TCP,213,14,3.7285,PA,35.0,1.0,85,1,Brute Force
192.168.1.99,198.51.100.42,15717,8080,TCP,217,5,0.552,PA,31.0,1.0,91,1,Botnet
192.168.1.47,203.0.113.47,19684,80,TCP,986,22,1.5672,A,10.0,1.0,6,0,Normal
203.0.113.195,192.168.1.20,10176,22,TCP,212,23,4.5449,PA,104.0,1.0,87,1,Brute Force
192.168.1.22,203.0.113.43,47578,443,TCP,706,14,3.6878,A,8.0,1.0,4,0,Normal
192.168.1.99,198.51.100.42,3432,8080,TCP,179,7,0.6044,PA,33.0,1.0,99,1,Botnet
192.168.1.90,203.0.113.30,18987,8080,UDP,1026,28,7.994,,2.0,2.0,3,0,Normal
192.168.1.19,203.0.113.35,37135,80,TCP,574,21,9.2724,A,10.0,1.0,4,0,Normal
203.0.113.195,192.168.1.50,32324,80,TCP,77,3819,1.3686,S,372.0,1.0,89,1,DDoS
192.168.1.73,203.0.113.39,60422,80,TCP,1393,20,2.3762,A,1.0,3.0,12,0,Normal
192.168.1.50,203.0.113.8,20425,80,UDP,922,12,5.579,,6.0,2.0,0,0,Normal
203.0.113.195,192.168.1.50,62418,80,TCP,80,918,1.4573,S,417.0,1.0,95,1,DDoS
192.0.2.89,192.168.1.10,29119,3546,TCP,64,1,0.065,S,299.0,76.0,77,1,Port Scan
192.168.1.25,203.0.113.16,13586,443,TCP,1294,21,0.6265,A,7.0,1.0,0,0,Normal
198.51.100.42,192.168.1.50,35073,80,TCP,118,1664,1.3457,S,776.0,1.0,85,1,DDoS
192.168.1.66,203.0.113.42,13065,443,TCP,440,24,1.5052,A,10.0,4.0,11,0,Normal
192.0.2.89,192.168.1.10,63210,7073,TCP,64,3,0.0939,S,286.0,51.0,79,1,Port Scan
192.168.1.68,203.0.113.7,48295,443,TCP,761,5,6.7854,A,3.0,1.0,1,0,Normal
192.168.1.99,198.51.100.42,14603,8080,TCP,253,7,1.0037,PA,20.0,1.0,91,1,Botnet
192.168.1.93,203.0.113.23,26084,443,TCP,215,8,5.5168,A,4.0,2.0,7,0,Normal
203.0.113.195,192.168.1.20,39570,22,TCP,224,28,4.1328,PA,108.0,1.0,84,1,Brute Force
192.168.1.54,203.0.113.30,8395,443,UDP,754,3,2.2511,,8.0,1.0,5,0,Normal
192.168.1.47,203.0.113.33,12383,443,UDP,150,16,8.6603,,9.0,2.0,4,0,Normal
192.168.1.85,203.0.113.7,34506,53,UDP,1400,10,4.6384,,5.0,2.0,14,0,Normal
192.168.1.27,203.0.113.44,52103,443,TCP,710,4,2.8679,A,9.0,3.0,15,0,Normal
192.168.1.70,203.0.113.43,49215,80,TCP,1160,20,8.8925,A,3.0,5.0,4,0,Normal
192.168.1.64,203.0.113.6,5096,22,UDP,460,15,1.5158,,9.0,1.0,2,0,Normal
203.0.113.195,192.168.1.50,65305,80,TCP,117,2619,1.0852,S,574.0,1.0,95,1,DDoS
198.51.100.42,192.168.1.50,10025,80,TCP,118,659,1.3406,S,471.0,1.0,99,1,DDoS
192.168.1.55,203.0.113.21,11223,80,TCP,1349,25,2.5781,A,6.0,2.0,11,0,Normal
192.168.1.99,198.51.100.42,31238,8080,TCP,237,8,0.5957,PA,38.0,1.0,90,1,Botnet
203.0.113.195,192.168.1.50,54138,80,TCP,122,4334,1.1856,S,254.0,1.0,98,1,DDoS
192.0.2.89,192.168.1.10,6687,8942,TCP,64,2,0.0164,S,317.0,53.0,75,1,Port Scan
192.168.1.41,203.0.113.11,40262,80,TCP,1113,7,7.9685,A,3.0,4.0,2,0,Normal
198.51.100.42,192.168.1.50,47387,80,TCP,89,3298,1.312,S,276.0,1.0,98,1,DDoS
192.0.2.89,192.168.1.10,3204,3298,TCP,64,1,0.0693,S,378.0,75.0,62,1,Port Scan
198.51.100.42,192.168.1.50,21052,80,TCP,88,4790,1.3566,S,378.0,1.0,93,1,DDoS
203.0.113.195,192.168.1.20,9775,22,TCP,230,36,4.1672,PA,40.0,1.0,82,1,Brute Force
192.168.1.98,203.0.113.88,65059,80,TCP,559,5,0.354,PA,2.0,1.0,76,1,Phishing
192.168.1.29,203.0.113.44,52105,443,TCP,1467,26,4.0099,A,2.0,3.0,5,0,Normal
192.168.1.18,203.0.113.27,3606,80,UDP,1021,18,6.4922,,1.0,4.0,9,0,Normal
203.0.113.22,192.168.1.15,4839,80,TCP,4245,12,1.4483,PA,7.0,1.0,14,1,SQL Injection
192.168.1.29,203.0.113.38,43498,80,TCP,908,12,0.8415,A,1.0,3.0,2,0,Normal
203.0.113.195,192.168.1.50,7026,80,TCP,127,1369,0.8774,S,570.0,1.0,85,1,DDoS
192.168.1.99,198.51.100.42,48636,8080,TCP,221,8,0.4106,PA,50.0,1.0,93,1,Botnet
203.0.113.195,192.168.1.50,47117,80,TCP,110,4355,1.3663,S,817.0,1.0,100,1,DDoS
192.168.1.41,203.0.113.46,18655,8080,TCP,1007,23,6.7476,A,6.0,2.0,13,0,Normal
198.51.100.42,192.168.1.50,22080,80,TCP,113,1739,1.0283,S,896.0,1.0,93,1,DDoS
192.168.1.14,203.0.113.34,44864,80,TCP,403,23,0.571,A,2.0,4.0,9,0,Normal
192.0.2.89,192.168.1.10,8429,3075,TCP,64,1,0.0464,S,449.0,89.0,74,1,Port Scan
192.0.2.89,192.168.1.30,16082,772,UDP,64,1,0.042,,50.0,31.0,71,1,Reconnaissance
192.168.1.27,203.0.113.12,51278,443,UDP,1001,5,3.0188,,1.0,3.0,9,0,Normal
192.168.1.25,203.0.113.16,41353,80,TCP,864,26,5.1669,A,2.0,3.0,8,0,Normal
192.168.1.70,203.0.113.20,39574,443,TCP,135,22,5.1599,A,4.0,3.0,12,0,Normal
192.168.1.83,203.0.113.1,12225,443,TCP,156,12,6.7417,A,8.0,3.0,8,0,Normal
192.168.1.82,203.0.113.88,22696,80,TCP,332,7,0.6861,PA,5.0,1.0,70,1,Phishing
192.168.1.84,203.0.113.21,10550,443,TCP,1274,17,1.1017,A,2.0,1.0,1,0,Normal
192.168.1.70,203.0.113.10,60730,443,ICMP,1125,25,3.7257,,2.0,5.0,8,0,Normal
192.168.1.44,203.0.113.8,27917,443,UDP,932,24,8.9717,,10.0,5.0,10,0,Normal
192.168.1.62,203.0.113.47,40113,443,TCP,403,10,0.773,A,6.0,5.0,13,0,Normal
198.51.100.42,192.168.1.50,8743,80,TCP,65,4857,1.3286,S,240.0,1.0,89,1,DDoS
192.168.1.18,203.0.113.40,10710,443,TCP,921,24,2.6543,A,6.0,5.0,15,0,Normal
192.168.1.69,203.0.113.36,44454,80,TCP,81,7,3.3561,A,6.0,3.0,5,0,Normal
192.168.1.91,203.0.113.23,54936,443,TCP,1122,21,8.6987,A,8.0,5.0,3,0,Normal
192.168.1.67,203.0.113.32,48095,80,UDP,352,22,9.6842,,5.0,4.0,8,0,Normal
192.168.1.65,203.0.113.15,40925,443,TCP,1169,26,2.8076,A,5.0,4.0,0,0,Normal
192.168.1.99,198.51.100.42,20336,8080,TCP,240,9,1.8458,PA,40.0,1.0,92,1,Botnet
192.168.1.39,203.0.113.5,6306,443,TCP,944,11,0.7944,A,3.0,4.0,10,0,Normal
192.168.1.23,203.0.113.44,36107,80,TCP,619,4,3.4479,A,3.0,5.0,5,0,Normal
192.168.1.99,198.51.100.42,28799,8080,TCP,238,8,1.097,PA,40.0,1.0,95,1,Botnet
192.0.2.89,192.168.1.10,20238,3861,TCP,64,2,0.0014,S,362.0,58.0,73,1,Port Scan
192.168.1.90,203.0.113.49,62340,443,TCP,1481,21,9.8374,A,7.0,1.0,10,0,Normal
198.51.100.42,192.168.1.50,64106,80,TCP,96,2210,0.6276,S,455.0,1.0,85,1,DDoS
192.168.1.41,203.0.113.88,8290,80,TCP,509,12,0.5151,PA,12.0,1.0,71,1,Phishing
192.168.1.58,203.0.113.33,27705,443,UDP,207,6,9.8121,,7.0,5.0,12,0,Normal
192.168.1.15,203.0.113.2,9943,443,TCP,334,25,7.0153,A,4.0,1.0,14,0,Normal
192.0.2.89,192.168.1.10,2873,5179,TCP,64,1,0.0111,S,67.0,58.0,72,1,Port Scan
192.168.1.90,203.0.113.16,9578,8080,TCP,1365,17,9.2388,A,4.0,2.0,1,0,Normal
203.0.113.195,192.168.1.50,14994,80,TCP,116,4898,0.99,S,365.0,1.0,94,1,DDoS
198.51.100.42,192.168.1.50,20570,80,TCP,90,1126,0.861,S,214.0,1.0,100,1,DDoS
203.0.113.12,192.168.1.15,36710,80,TCP,3504,11,0.6939,PA,7.0,1.0,38,1,SQL Injection
192.168.1.10,203.0.113.30,20606,443,TCP,1339,14,8.619,A,6.0,5.0,12,0,Normal
198.51.100.42,192.168.1.50,25711,80,TCP,86,1853,0.574,S,277.0,1.0,90,1,DDoS
192.168.1.16,203.0.113.27,60980,443,TCP,1135,24,7.0519,A,7.0,4.0,1,0,Normal
192.168.1.99,203.0.113.88,60749,80,TCP,474,7,0.852,PA,4.0,1.0,77,1,Phishing
192.168.1.35,203.0.113.4,19803,443,UDP,137,17,3.2901,,1.0,2.0,2,0,Normal
192.168.1.64,203.0.113.35,44923,443,UDP,1445,10,1.6839,,10.0,5.0,14,0,Normal
198.51.100.42,192.168.1.50,6998,80,TCP,112,4043,0.8321,S,500.0,1.0,89,1,DDoS
192.168.1.22,203.0.113.35,52643,443,TCP,1048,17,5.4559,A,3.0,4.0,10,0,Normal
192.168.1.54,203.0.113.10,13223,443,TCP,358,18,5.2966,A,7.0,1.0,7,0,Normal
192.168.1.99,198.51.100.42,10824,8080,TCP,168,10,0.9315,PA,15.0,1.0,90,1,Botnet
192.168.1.15,203.0.113.88,27677,80,TCP,560,15,0.6788,PA,5.0,1.0,70,1,Phishing
192.168.1.64,203.0.113.20,59397,443,TCP,419,16,1.9368,A,3.0,4.0,15,0,Normal
192.168.1.82,203.0.113.37,43249,443,TCP,138,25,0.5688,A,6.0,2.0,10,0,Normal
192.168.1.11,203.0.113.10,35806,443,TCP,1260,14,4.7035,A,1.0,2.0,14,0,Normal
192.168.1.87,203.0.113.45,15482,80,UDP,1366,26,6.6952,,3.0,2.0,11,0,Normal
192.168.1.36,203.0.113.48,54489,80,TCP,981,28,9.2286,A,1.0,3.0,5,0,Normal
192.168.1.98,203.0.113.38,52709,80,UDP,149,11,7.6354,,3.0,3.0,10,0,Normal
203.0.113.195,192.168.1.20,23158,3389,TCP,245,38,3.597,PA,67.0,1.0,83,1,Brute Force
192.168.1.32,203.0.113.25,7839,80,TCP,1040,16,9.7109,A,9.0,1.0,11,0,Normal
192.0.2.89,192.168.1.101,52713,704,UDP,64,2,0.0308,,48.0,27.0,72,1,Reconnaissance
192.168.1.34,203.0.113.42,45011,443,TCP,1438,11,4.318,A,4.0,2.0,5,0,Normal
192.168.1.99,198.51.100.42,47664,8080,TCP,236,6,0.984,PA,38.0,1.0,90,1,Botnet
198.51.100.42,192.168.1.50,1716,80,TCP,99,3062,1.4424,S,631.0,1.0,93,1,DDoS
192.168.1.91,203.0.113.88,3106,80,TCP,230,8,0.3107,PA,2.0,1.0,67,1,Phishing
192.168.1.22,203.0.113.88,57349,80,TCP,588,6,0.6887,PA,10.0,1.0,67,1,Phishing
192.168.1.72,203.0.113.38,17260,53,TCP,932,14,5.5017,A,1.0,3.0,2,0,Normal
192.168.1.68,203.0.113.49,3526,80,TCP,1443,20,0.1789,A,2.0,3.0,6,0,Normal
203.0.113.195,192.168.1.50,14570,80,TCP,66,4255,0.281,S,871.0,1.0,99,1,DDoS
192.0.2.89,192.168.1.10,33202,5994,TCP,64,3,0.0437,S,367.0,73.0,64,1,Port Scan
203.0.113.25,192.168.1.15,46691,80,TCP,3205,14,2.029,PA,4.0,1.0,21,1,SQL Injection
203.0.113.195,192.168.1.20,2689,22,TCP,149,28,2.7724,PA,68.0,1.0,91,1,Brute Force
192.168.1.37,203.0.113.48,58389,443,TCP,650,29,8.9767,A,9.0,2.0,11,0,Normal
192.168.1.72,203.0.113.39,62762,22,TCP,1476,8,3.1363,A,6.0,2.0,1,0,Normal
192.168.1.84,203.0.113.45,62785,443,UDP,1433,17,7.7387,,9.0,2.0,2,0,Normal
192.168.1.99,203.0.113.15,26868,80,TCP,705,23,0.9718,A,2.0,5.0,5,0,Normal
192.168.1.17,203.0.113.36,7088,443,TCP,830,12,4.9193,A,5.0,3.0,4,0,Normal
203.0.113.195,192.168.1.20,4958,3389,TCP,195,34,2.8529,PA,33.0,1.0,84,1,Brute Force
203.0.113.195,192.168.1.20,20696,3389,TCP,151,33,4.1431,PA,124.0,1.0,89,1,Brute Force
192.0.2.89,192.168.1.10,58568,7152,TCP,64,1,0.0297,S,477.0,100.0,75,1,Port Scan
198.51.100.42,192.168.1.50,2469,80,TCP,85,3463,0.595,S,785.0,1.0,95,1,DDoS
203.0.113.195,192.168.1.50,39231,80,TCP,81,1225,1.2207,S,871.0,1.0,92,1,DDoS
203.0.113.195,192.168.1.20,60284,3389,TCP,157,40,1.8158,PA,68.0,1.0,87,1,Brute Force
192.168.1.46,203.0.113.9,18193,80,UDP,1092,28,7.1034,,8.0,1.0,6,0,Normal
192.168.1.26,203.0.113.24,15070,80,TCP,1468,22,6.2379,A,3.0,4.0,13,0,Normal
203.0.113.195,192.168.1.20,36863,3389,TCP,157,13,1.6029,PA,128.0,1.0,85,1,Brute Force
203.0.113.195,192.168.1.50,41606,80,TCP,75,823,0.506,S,512.0,1.0,86,1,DDoS
203.0.113.195,192.168.1.20,11690,22,TCP,225,28,3.7097,PA,68.0,1.0,91,1,Brute Force
192.168.1.28,203.0.113.25,11364,80,ICMP,303,9,8.2468,,2.0,5.0,1,0,Normal
192.168.1.84,203.0.113.48,34652,53,TCP,207,7,6.7103,A,4.0,3.0,12,0,Normal
203.0.113.195,192.168.1.50,64215,80,TCP,115,4031,0.7847,S,507.0,1.0,87,1,DDoS
203.0.113.195,192.168.1.50,60745,80,TCP,128,1443,1.2105,S,690.0,1.0,94,1,DDoS
203.0.113.195,192.168.1.20,3367,22,TCP,191,34,2.0897,PA,132.0,1.0,88,1,Brute Force
203.0.113.195,192.168.1.50,39849,80,TCP,124,4753,1.1779,S,553.0,1.0,86,1,DDoS
203.0.113.195,192.168.1.20,55181,22,TCP,185,14,1.301,PA,78.0,1.0,86,1,Brute Force
192.0.2.89,192.168.1.10,8735,1521,TCP,64,3,0.0973,S,393.0,97.0,74,1,Port Scan
203.0.113.195,192.168.1.50,4619,80,TCP,71,2185,0.6943,S,672.0,1.0,85,1,DDoS
192.168.1.100,45.227.254.3,1919,443,TCP,1325,253,52.3713,A,2.0,1.0,97,1,Malware
192.0.2.89,192.168.1.10,17265,5215,TCP,64,3,0.0821,S,450.0,51.0,68,1,Port Scan
192.168.1.85,203.0.113.88,33495,80,TCP,327,8,0.4374,PA,6.0,1.0,66,1,Phishing
198.51.100.42,192.168.1.50,56361,80,TCP,88,2837,0.9723,S,866.0,1.0,90,1,DDoS
192.0.2.89,192.168.1.135,16975,666,UDP,64,1,0.0346,,80.0,31.0,57,1,Reconnaissance
192.0.2.89,192.168.1.247,24359,0,ICMP,32,1,0.046,,76.0,20.0,55,1,Reconnaissance
198.51.100.42,192.168.1.50,29097,80,TCP,114,2101,1.3292,S,850.0,1.0,91,1,DDoS
192.168.1.44,203.0.113.42,10550,80,TCP,1153,10,0.1798,A,5.0,2.0,13,0,Normal
192.168.1.98,203.0.113.10,17757,8080,TCP,809,17,5.1936,A,7.0,4.0,8,0,Normal
192.168.1.83,203.0.113.9,34923,443,UDP,1046,16,9.4379,,5.0,1.0,12,0,Normal
192.168.1.63,203.0.113.31,16155,443,TCP,244,18,1.3114,A,7.0,2.0,3,0,Normal
192.168.1.100,185.156.177.5,30998,443,TCP,1219,254,11.7006,A,3.0,1.0,93,1,Malware
192.168.1.97,203.0.113.28,20809,443,UDP,1114,3,1.0434,,5.0,3.0,2,0,Normal
192.168.1.43,203.0.113.88,25263,80,TCP,237,6,0.7383,PA,8.0,1.0,63,1,Phishing
203.0.113.195,192.168.1.50,7707,80,TCP,85,1231,0.6595,S,966.0,1.0,85,1,DDoS
192.168.1.63,203.0.113.25,52318,53,TCP,763,13,3.4045,A,5.0,4.0,11,0,Normal
192.168.1.95,203.0.113.7,60646,443,TCP,423,11,7.4178,A,9.0,2.0,12,0,Normal
192.168.1.29,203.0.113.12,34221,80,TCP,587,27,9.2497,A,4.0,4.0,14,0,Normal
192.168.1.99,198.51.100.42,6889,8080,TCP,245,6,0.7729,PA,36.0,1.0,96,1,Botnet
192.168.1.28,203.0.113.41,2902,443,UDP,536,3,9.9248,,2.0,1.0,13,0,Normal
192.0.2.89,192.168.1.10,43198,9619,TCP,64,2,0.0908,S,401.0,58.0,72,1,Port Scan
203.0.113.195,192.168.1.20,7511,22,TCP,222,27,3.6325,PA,141.0,1.0,81,1,Brute Force
192.168.1.33,203.0.113.47,62778,443,TCP,729,21,8.3789,A,8.0,1.0,6,0,Normal
192.168.1.99,198.51.100.42,17974,8080,TCP,129,8,0.2323,PA,36.0,1.0,94,1,Botnet
198.51.100.42,192.168.1.50,57131,80,TCP,124,2046,1.2381,S,234.0,1.0,85,1,DDoS
192.168.1.75,203.0.113.4,46311,443,TCP,417,16,8.1066,A,10.0,3.0,10,0,Normal
192.168.1.32,203.0.113.2,58451,443,UDP,318,25,3.0558,,3.0,5.0,11,0,Normal
192.168.1.53,203.0.113.33,17741,80,TCP,1319,12,7.491,A,7.0,5.0,10,0,Normal
192.168.1.34,203.0.113.41,20270,443,TCP,237,7,9.8099,A,8.0,3.0,13,0,Normal
192.168.1.36,203.0.113.15,9571,80,TCP,766,18,1.6939,A,1.0,1.0,3,0,Normal
192.168.1.32,203.0.113.39,28215,443,UDP,200,26,6.4871,,8.0,2.0,8,0,Normal
192.168.1.59,203.0.113.24,21080,443,TCP,1251,17,6.626,A,5.0,3.0,5,0,Normal
192.168.1.34,203.0.113.31,16374,443,TCP,1444,13,1.1843,A,7.0,2.0,7,0,Normal
192.168.1.78,203.0.113.44,54980,80,TCP,929,8,2.7922,A,9.0,5.0,15,0,Normal
192.168.1.20,203.0.113.11,48107,443,TCP,1470,5,9.5559,A,1.0,1.0,2,0,Normal
192.168.1.34,203.0.113.29,30184,443,UDP,1016,3,5.5663,,2.0,2.0,9,0,Normal
192.0.2.89,192.168.1.10,42721,4434,TCP,64,3,0.0309,S,194.0,55.0,72,1,Port Scan
192.168.1.32,203.0.113.33,61382,443,TCP,654,30,1.7456,A,4.0,3.0,11,0,Normal
192.168.1.83,203.0.113.14,51740,53,TCP,1173,7,2.0279,A,4.0,4.0,5,0,Normal
192.168.1.62,203.0.113.48,45228,443,TCP,1030,20,7.1323,A,7.0,4.0,3,0,Normal
192.168.1.90,203.0.113.20,44247,443,UDP,162,9,9.1839,,7.0,3.0,12,0,Normal
192.168.1.75,203.0.113.27,18975,443,TCP,998,23,9.5063,A,8.0,1.0,2,0,Normal
192.168.1.99,198.51.100.42,23414,8080,TCP,272,4,1.7912,PA,48.0,1.0,94,1,Botnet
192.168.1.23,203.0.113.36,5807,22,UDP,68,26,4.8815,,10.0,1.0,3,0,Normal
203.0.113.195,192.168.1.50,28321,80,TCP,74,3627,1.455,S,796.0,1.0,92,1,DDoS
192.168.1.67,203.0.113.24,4979,443,UDP,1244,27,4.5802,,5.0,2.0,9,0,Normal
192.168.1.71,203.0.113.40,58247,443,UDP,499,18,9.5966,,9.0,5.0,10,0,Normal
192.168.1.93,203.0.113.21,64598,53,TCP,442,25,2.4193,A,8.0,3.0,15,0,Normal
203.0.113.195,192.168.1.20,31071,22,TCP,190,20,1.6903,PA,149.0,1.0,83,1,Brute Force
203.0.113.11,192.168.1.15,11301,80,TCP,3463,7,1.7077,PA,6.0,1.0,11,1,SQL Injection
192.168.1.21,203.0.113.21,41296,80,TCP,1427,16,4.0646,A,1.0,2.0,13,0,Normal
192.0.2.89,192.168.1.10,24655,7527,TCP,64,1,0.0416,S,256.0,98.0,76,1,Port Scan
203.0.113.195,192.168.1.20,44843,22,TCP,248,31,1.0385,PA,126.0,1.0,80,1,Brute Force
192.168.1.75,203.0.113.27,30319,53,TCP,567,4,4.8793,A,1.0,5.0,13,0,Normal
192.168.1.72,203.0.113.41,61254,80,TCP,954,25,7.5171,A,10.0,2.0,5,0,Normal
192.168.1.100,185.156.177.5,3421,443,TCP,1338,308,37.6627,A,4.0,1.0,92,1,Malware
192.0.2.89,192.168.1.10,48376,5696,TCP,64,1,0.0854,S,458.0,68.0,71,1,Port Scan
192.168.1.42,203.0.113.37,57613,443,TCP,760,11,3.9557,A,8.0,2.0,13,0,Normal
192.168.1.38,203.0.113.40,31884,443,TCP,802,15,6.773,A,2.0,5.0,5,0,Normal
203.0.113.195,192.168.1.50,33932,80,TCP,64,3367,1.3027,S,241.0,1.0,91,1,DDoS
192.168.1.96,203.0.113.26,21165,443,TCP,335,13,7.5504,A,1.0,2.0,13,0,Normal
192.168.1.71,203.0.113.48,64919,80,UDP,877,8,6.1184,,4.0,1.0,6,0,Normal
192.168.1.100,45.227.254.3,9216,443,TCP,1426,240,17.2474,A,1.0,1.0,94,1,Malware
203.0.113.195,192.168.1.20,60695,3389,TCP,225,33,1.9084,PA,41.0,1.0,93,1,Brute Force
192.0.2.89,192.168.1.95,34771,0,ICMP,32,1,0.0071,,100.0,45.0,52,1,Reconnaissance
198.51.100.42,192.168.1.50,32624,80,TCP,115,2219,1.1127,S,985.0,1.0,98,1,DDoS
192.168.1.80,203.0.113.41,40377,443,TCP,461,9,1.3687,A,7.0,2.0,6,0,Normal
203.0.113.2,192.168.1.15,17923,80,TCP,2745,13,1.6634,PA,8.0,1.0,36,1,SQL Injection
192.168.1.22,203.0.113.9,57048,22,TCP,512,29,4.978,A,3.0,2.0,10,0,Normal
203.0.113.195,192.168.1.50,50235,80,TCP,64,935,0.8605,S,798.0,1.0,94,1,DDoS
198.51.100.42,192.168.1.50,10367,80,TCP,98,591,0.3765,S,438.0,1.0,91,1,DDoS
192.168.1.100,45.227.254.3,45771,443,TCP,1404,237,39.904,A,1.0,1.0,87,1,Malware
192.0.2.89,192.168.1.10,24620,3591,TCP,64,2,0.011,S,318.0,95.0,70,1,Port Scan
192.0.2.89,192.168.1.10,42069,8854,TCP,64,1,0.0895,S,384.0,90.0,62,1,Port Scan
198.51.100.42,192.168.1.50,20409,80,TCP,92,4509,0.749,S,884.0,1.0,90,1,DDoS
192.168.1.79,203.0.113.42,29537,22,TCP,125,12,3.2389,A,3.0,4.0,6,0,Normal
192.168.1.47,203.0.113.33,43471,443,TCP,941,22,5.2287,A,6.0,5.0,6,0,Normal
203.0.113.47,192.168.1.15,18264,80,TCP,4270,8,1.642,PA,6.0,1.0,24,1,SQL Injection
198.51.100.42,192.168.1.50,60904,80,TCP,66,3549,0.4332,S,296.0,1.0,96,1,DDoS
192.168.1.20,203.0.113.46,50671,80,TCP,1444,21,4.2119,A,6.0,3.0,2,0,Normal
203.0.113.195,192.168.1.50,45649,80,TCP,115,4058,0.9931,S,985.0,1.0,86,1,DDoS
203.0.113.35,192.168.1.15,27452,80,TCP,2183,12,2.6771,PA,8.0,1.0,28,1,SQL Injection
203.0.113.195,192.168.1.20,38838,22,TCP,150,33,4.5623,PA,30.0,1.0,87,1,Brute Force
192.168.1.81,203.0.113.41,35609,443,TCP,443,13,3.1111,A,8.0,4.0,5,0,Normal
192.168.1.80,203.0.113.21,11031,80,TCP,730,6,3.5312,A,7.0,2.0,14,0,Normal
192.168.1.99,198.51.100.42,20354,8080,TCP,186,8,1.8422,PA,28.0,1.0,90,1,Botnet
192.168.1.48,203.0.113.28,14200,443,TCP,1216,20,3.4852,A,5.0,4.0,11,0,Normal
192.168.1.39,203.0.113.28,29563,443,TCP,1420,27,6.5327,A,4.0,1.0,15,0,Normal
192.168.1.13,203.0.113.1,4838,443,TCP,1068,19,2.1798,A,1.0,2.0,2,0,Normal
203.0.113.7,192.168.1.15,2052,80,TCP,3340,15,1.0536,PA,7.0,1.0,15,1,SQL Injection
192.0.2.89,192.168.1.10,24022,2786,TCP,64,3,0.0212,S,308.0,78.0,58,1,Port Scan
203.0.113.195,192.168.1.50,38004,80,TCP,79,1286,0.1467,S,210.0,1.0,94,1,DDoS
192.0.2.89,192.168.1.10,36984,2528,TCP,64,2,0.0316,S,436.0,78.0,74,1,Port Scan
192.168.1.78,203.0.113.26,51407,443,TCP,1233,20,6.2832,A,4.0,4.0,11,0,Normal
192.168.1.78,203.0.113.38,41265,80,TCP,1354,14,9.3951,A,2.0,4.0,13,0,Normal
192.168.1.43,203.0.113.47,53122,80,TCP,1326,4,6.7122,A,10.0,2.0,15,0,Normal
203.0.113.195,192.168.1.20,7363,3389,TCP,201,10,2.4003,PA,92.0,1.0,87,1,Brute Force
